Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_local_scale,environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study,host_common_name,Host_Diet,host_genotype,host_intranasal_treatment,host_sex,host_subject_id,host_strain,neg_cont_type,pos_cont_type
SRR29055015,AMPLICON,502,15279374,PRJNA1111477,SAMN41393509,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,8583420,DUKE UNIVERSITY,2022-03-07,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579874,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,48,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-680_Week_13_Label48,48,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",House dust mite,female,JI-680,C57BL/6,,
SRR29055016,AMPLICON,502,14419950,PRJNA1111477,SAMN41393508,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7673284,DUKE UNIVERSITY,2022-03-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579873,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,47,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-679_Week_13_Label47,47,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,female,JI-679,C57BL/6,,
SRR29055017,AMPLICON,502,16655356,PRJNA1111477,SAMN41393482,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,9061391,DUKE UNIVERSITY,2022-02-28,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579872,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,46,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-661_Week_13_Label46,46,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,female,JI-661,C57BL/6,,
SRR29055018,AMPLICON,502,13419966,PRJNA1111477,SAMN41393530,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7652516,DUKE UNIVERSITY,2022-03-08,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579871,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,45,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-692_Week_13_Label45,45,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-692,C57BL/6,,
SRR29055019,AMPLICON,502,6429114,PRJNA1111477,SAMN41393507,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,3498295,DUKE UNIVERSITY,2022-03-01,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579870,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,44,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-678_Week_13_Label44,44,SRP508123,Mouse,Normal_Chow,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,female,JI-678,C57BL/6,,
SRR29055020,AMPLICON,502,9034494,PRJNA1111477,SAMN41393506,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,4832677,DUKE UNIVERSITY,2022-03-01,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Mouse Stool,not applicable,SRX24579869,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,43,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-677_Week_13_Label43,43,SRP508123,Mouse,Normal_Chow,"Wild type\, GLP1r(+/+)",House dust mite,female,JI-677,C57BL/6,,
SRR29055021,AMPLICON,502,12473696,PRJNA1111477,SAMN41393527,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,6770775,DUKE UNIVERSITY,2022-03-08,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579868,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,42,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-690_Week_13_Label42,42,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,male,JI-690,C57BL/6,,
SRR29055022,AMPLICON,502,15821534,PRJNA1111477,SAMN41393464,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,8563955,DUKE UNIVERSITY,2022-02-17,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Mouse Stool,not applicable,SRX24579867,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,5,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-646_Week_10_Label5,5,SRP508123,Mouse,Normal_Chow,"Wild type\, GLP1r(+/+)",House dust mite,male,JI-646,C57BL/6,,
SRR29055023,AMPLICON,502,12807526,PRJNA1111477,SAMN41393486,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,6903629,DUKE UNIVERSITY,2022-02-28,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579866,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,41,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-664_Week_13_Label41,41,SRP508123,Mouse,Normal_Chow,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,female,JI-664,C57BL/6,,
SRR29055024,AMPLICON,502,15325558,PRJNA1111477,SAMN41393465,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,8762529,DUKE UNIVERSITY,2022-02-17,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579865,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,40,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-647_Week_10_Label40,40,SRP508123,Mouse,Normal_Chow,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,male,JI-647,C57BL/6,,
SRR29055025,AMPLICON,502,13753294,PRJNA1111477,SAMN41393479,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7424115,DUKE UNIVERSITY,2022-02-24,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579864,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,39,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-660_Week_10_Label39,39,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-660,C57BL/6,,
SRR29055026,AMPLICON,502,18999696,PRJNA1111477,SAMN41393467,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,10389603,DUKE UNIVERSITY,2022-02-17,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Mouse Stool,not applicable,SRX24579863,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,38,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-649_Week_10_Label38,38,SRP508123,Mouse,Normal_Chow,"Wild type\, GLP1r(+/+)",House dust mite,male,JI-649,C57BL/6,,
SRR29055027,AMPLICON,502,24645188,PRJNA1111477,SAMN41393525,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,14122175,DUKE UNIVERSITY,2022-03-08,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Mouse Stool,not applicable,SRX24579862,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,37,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-688_Week_13_Label37,37,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,female,JI-688,C57BL/6,,
SRR29055028,AMPLICON,502,2624456,PRJNA1111477,SAMN41393725,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,1527392,DUKE UNIVERSITY,2022-06-01,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX24579861,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,36,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PSPro-Kit-blank-2,36,SRP508123,,,,,,,,DNA Extraction Blank,
SRR29055029,AMPLICON,502,8260410,PRJNA1111477,SAMN41393510,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,4637900,DUKE UNIVERSITY,2022-03-07,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Mouse Stool,not applicable,SRX24579860,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,35,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-681_Week_13_Label35,35,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",House dust mite,female,JI-681,C57BL/6,,
SRR29055030,AMPLICON,502,10105762,PRJNA1111477,SAMN41393505,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5716929,DUKE UNIVERSITY,2022-03-01,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Mouse Stool,not applicable,SRX24579859,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,34,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-676_Week_13_Label34,34,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-676,C57BL/6,,
SRR29055031,AMPLICON,502,14349168,PRJNA1111477,SAMN41393468,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7661637,DUKE UNIVERSITY,2022-02-17,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579858,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,33,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-650_Week_10_Label33,33,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",House dust mite,female,JI-650,C57BL/6,,
SRR29055032,AMPLICON,502,17997202,PRJNA1111477,SAMN41393466,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,9888717,DUKE UNIVERSITY,2022-02-17,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Mouse Stool,not applicable,SRX24579857,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,32,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-648_Week_10_Label32,32,SRP508123,Mouse,Normal_Chow,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,male,JI-648,C57BL/6,,
SRR29055033,AMPLICON,502,17939472,PRJNA1111477,SAMN41393469,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,9973082,DUKE UNIVERSITY,2022-02-17,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Mouse Stool,not applicable,SRX24579856,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,4,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-651_Week_10_Label4,4,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-651,C57BL/6,,
SRR29055034,AMPLICON,502,39859302,PRJNA1111477,SAMN41393757,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,26062794,DUKE UNIVERSITY,2023-05-11,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX24579855,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,zymo-eva,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,zymo-eva-LT,zymo-eva,SRP508123,,,,,,,,,Mock Community
SRR29055035,AMPLICON,502,111407856,PRJNA1111477,SAMN41393758,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,63668787,DUKE UNIVERSITY,2023-04-10,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX24579854,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,zymo,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,zymo-LT,zymo,SRP508123,,,,,,,,,Mock Community
SRR29055036,AMPLICON,502,28050254,PRJNA1111477,SAMN41393756,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,16573554,DUKE UNIVERSITY,2022-06-14,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX24579853,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,Saline-blank-4,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,LT-Water-blank-4,Saline-blank-4,SRP508123,,,,,,,,Water used in lung tissue homogenization,
SRR29055037,AMPLICON,502,238952,PRJNA1111477,SAMN41393716,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,234642,DUKE UNIVERSITY,2023-03-29,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX24579852,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW7-1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW7-1,DW7-1,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055038,AMPLICON,502,24598,PRJNA1111477,SAMN41393483,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,83485,DUKE UNIVERSITY,2022-02-28,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Mouse Stool,not applicable,SRX24579944,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,31,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Fecal_JI-662_Week_13_Label31,31,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,male,JI-662,C57BL/6,,
SRR29055039,AMPLICON,502,219876,PRJNA1111477,SAMN41393715,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,224083,DUKE UNIVERSITY,2023-03-29,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX24579851,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW6-3,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW6-3,DW6-3,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055040,AMPLICON,502,147588,PRJNA1111477,SAMN41393714,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,170195,DUKE UNIVERSITY,2023-03-29,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579850,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW6-2,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW6-2,DW6-2,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055041,AMPLICON,502,12484740,PRJNA1111477,SAMN41393513,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7121784,DUKE UNIVERSITY,2022-03-07,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579849,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,22,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-683_Week_13_Label22,22,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,female,JI-683,C57BL/6,,
SRR29055042,AMPLICON,502,270578,PRJNA1111477,SAMN41393713,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,258542,DUKE UNIVERSITY,2023-03-29,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX24579848,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW6-1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW6-1,DW6-1,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055043,AMPLICON,502,131524,PRJNA1111477,SAMN41393702,"MIGS/MIMS/MIMARKS.host-associated,MIMARKS.survey",not applicable,157517,DUKE UNIVERSITY,2023-03-29,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX24579847,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW5-3,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW5-3,DW5-3,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055044,AMPLICON,502,58232,PRJNA1111477,SAMN41393701,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,102505,DUKE UNIVERSITY,2023-03-29,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX24579846,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW5-2,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW5-2,DW5-2,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055045,AMPLICON,502,71284,PRJNA1111477,SAMN41393700,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,108201,DUKE UNIVERSITY,2023-03-29,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579845,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW5-1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW5-1,DW5-1,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055046,AMPLICON,502,88352,PRJNA1111477,SAMN41393699,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,126178,DUKE UNIVERSITY,2023-03-29,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579844,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW4-3,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW4-3,DW4-3,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055047,AMPLICON,502,253510,PRJNA1111477,SAMN41393698,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,241176,DUKE UNIVERSITY,2023-03-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX24579843,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW4-2,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,DW4-2,DW4-2,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055048,AMPLICON,502,69778,PRJNA1111477,SAMN41393697,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,113136,DUKE UNIVERSITY,2023-03-29,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579842,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW4-1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW4-1,DW4-1,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055049,AMPLICON,502,48192,PRJNA1111477,SAMN41393696,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,91262,DUKE UNIVERSITY,2023-03-29,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX24579841,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW3-3,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW3-3,DW3-3,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055050,AMPLICON,502,1136528,PRJNA1111477,SAMN41393695,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,707357,DUKE UNIVERSITY,2023-03-29,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX24579840,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW3-2,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW3-2,DW3-2,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055051,AMPLICON,502,321782,PRJNA1111477,SAMN41393694,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,238100,DUKE UNIVERSITY,2023-03-29,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579839,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,DW3-1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,DW3-1,DW3-1,SRP508123,,,,,,,,Water for diluting DNA,
SRR29055052,AMPLICON,502,15344132,PRJNA1111477,SAMN41393484,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,8388649,DUKE UNIVERSITY,2022-02-28,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579838,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,21,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-663_Week_13_Label21,21,SRP508123,Mouse,Normal_Chow,"Wild type\, GLP1r(+/+)",House dust mite,female,JI-663,C57BL/6,,
SRR29055053,AMPLICON,502,37632932,PRJNA1111477,SAMN41393516,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,20552073,DUKE UNIVERSITY,2022-03-07,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579837,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,3,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-684_Week_13_Label3,3,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-684,C57BL/6,,
SRR29055054,AMPLICON,502,39658,PRJNA1111477,SAMN41393742,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,91339,DUKE UNIVERSITY,2023-01-12,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX24579836,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,338,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PSPro-Elution-Buffer-blank-11,338,SRP508123,,,,,,,,DNA Extraction Blank,
